4.671944444444444677e+00,-1.111111111111111049e-01,-6.250000000000000000e-02,-2.500000000000000000e-01,-6.250000000000000000e-02,-4.000000000000000083e-02,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01
-1.111111111111111049e-01,4.671944444444444677e+00,-4.000000000000000083e-02,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-1.111111111111111049e-01,-6.250000000000000000e-02
-6.250000000000000000e-02,-4.000000000000000083e-02,3.489722222222222392e+00,-2.777777777777777624e-02,-6.250000000000000000e-02,-1.111111111111111049e-01,-4.000000000000000083e-02,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00
-2.500000000000000000e-01,-1.000000000000000000e+00,-2.777777777777777624e-02,3.489722222222222392e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-1.111111111111111049e-01,-6.250000000000000000e-02,-4.000000000000000083e-02,-1.111111111111111049e-01,-6.250000000000000000e-02,-4.000000000000000083e-02
-6.250000000000000000e-02,-1.000000000000000000e+00,-6.250000000000000000e-02,-2.500000000000000000e-01,4.671944444444444677e+00,-1.000000000000000000e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-4.000000000000000083e-02,-6.250000000000000000e-02,-1.111111111111111049e-01
-4.000000000000000083e-02,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,3.489722222222222392e+00,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-2.777777777777777624e-02,-4.000000000000000083e-02,-6.250000000000000000e-02
-1.000000000000000000e+00,-2.500000000000000000e-01,-4.000000000000000083e-02,-1.000000000000000000e+00,-1.111111111111111049e-01,-6.250000000000000000e-02,4.671944444444444677e+00,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02
-2.500000000000000000e-01,-1.000000000000000000e+00,-6.250000000000000000e-02,-2.500000000000000000e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,6.006944444444444642e+00,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01
-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,6.006944444444444642e+00,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01
-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-6.250000000000000000e-02,-2.500000000000000000e-01,-1.000000000000000000e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,4.671944444444444677e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-4.000000000000000083e-02,-6.250000000000000000e-02,-1.111111111111111049e-01
