-2.220446049250313081e-16,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-1.111111111111111049e-01,-6.250000000000000000e-02,-4.000000000000000083e-02,-1.111111111111111049e-01,-6.250000000000000000e-02,-4.000000000000000083e-02
-2.500000000000000000e-01,-1.332267629550187849e-15,-1.000000000000000000e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-4.000000000000000083e-02,-6.250000000000000000e-02,-1.111111111111111049e-01
-1.111111111111111049e-01,-1.000000000000000000e+00,-2.220446049250313081e-16,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-2.777777777777777624e-02,-4.000000000000000083e-02,-6.250000000000000000e-02
-1.000000000000000000e+00,-1.111111111111111049e-01,-6.250000000000000000e-02,-1.332267629550187849e-15,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02
-2.500000000000000000e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,-2.664535259100375697e-15,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01
-1.111111111111111049e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-4.440892098500626162e-16,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01
-6.250000000000000000e-02,-2.500000000000000000e-01,-1.000000000000000000e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-1.332267629550187849e-15,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-4.000000000000000083e-02,-6.250000000000000000e-02,-1.111111111111111049e-01
-1.111111111111111049e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-8.881784197001252323e-16,-1.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01
-6.250000000000000000e-02,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00
-4.000000000000000083e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.000000000000000000e+00,-4.440892098500626162e-16,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01
-1.111111111111111049e-01,-4.000000000000000083e-02,-2.777777777777777624e-02,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-4.000000000000000083e-02,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-2.220446049250313081e-16,-1.000000000000000000e+00,-2.500000000000000000e-01
-6.250000000000000000e-02,-6.250000000000000000e-02,-4.000000000000000083e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-6.250000000000000000e-02,-1.000000000000000000e+00,-2.500000000000000000e-01,-1.111111111111111049e-01,-1.000000000000000000e+00,-1.332267629550187849e-15,-1.000000000000000000e+00
-4.000000000000000083e-02,-1.111111111111111049e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.111111111111111049e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-2.500000000000000000e-01,-2.500000000000000000e-01,-1.000000000000000000e+00,-1.332267629550187849e-15
