1	264
1	377
1	383
1	419
2	312
2	371
2	377
2	459
3	175
3	202
3	210
3	221
3	232
3	238
3	240
3	241
3	245
3	256
3	267
3	284
3	294
3	349
3	443
3	447
3	490
4	60
4	236
4	347
4	472
5	67
5	385
5	422
5	452
6	48
6	136
6	244
6	361
6	408
6	427
6	471
6	477
7	42
7	128
7	214
7	231
7	242
7	258
7	264
7	353
7	462
7	466
8	336
8	378
8	383
8	423
9	74
9	181
9	368
9	404
9	485
10	150
10	159
10	251
10	272
10	291
10	324
10	334
11	24
11	47
11	66
11	126
11	135
11	148
11	198
11	219
11	280
11	281
11	283
11	297
11	408
11	428
11	445
11	477
12	96
12	154
12	246
12	262
12	410
12	411
12	433
12	450
13	60
13	141
13	356
13	363
14	82
14	132
14	181
14	231
14	334
14	374
15	49
15	77
15	160
15	181
15	187
15	213
15	260
15	374
15	485
16	326
16	342
16	352
16	426
16	500
17	74
17	91
17	235
17	364
18	111
18	377
18	383
18	430
18	456
19	24
19	97
19	471
19	477
20	50
20	279
20	321
20	358
20	444
21	159
21	179
21	252
21	457
21	479
22	341
22	357
22	382
22	473
23	100
23	112
23	123
23	230
23	251
23	263
23	486
24	11
24	19
24	66
24	145
24	219
24	317
25	183
25	244
25	337
25	427
25	451
25	480
26	38
26	69
26	72
26	89
26	218
26	279
26	308
26	329
27	56
27	101
27	193
27	329
27	450
28	145
28	163
28	283
28	297
28	336
29	54
29	114
29	118
29	174
29	370
29	450
29	460
29	491
30	67
30	72
30	166
30	172
30	193
30	199
30	226
30	329
30	436
30	495
31	110
31	271
31	323
31	410
32	53
32	82
32	181
32	187
32	319
32	364
32	409
33	85
33	137
33	236
33	406
33	455
34	51
34	217
34	351
34	401
35	153
35	202
35	261
35	264
35	285
35	286
35	327
35	399
35	400
35	456
36	106
36	117
36	191
36	282
36	303
36	435
37	62
37	156
37	295
37	486
38	26
38	89
38	90
38	232
38	266
38	319
39	108
39	366
39	386
39	392
40	79
40	133
40	304
40	344
40	418
41	109
41	286
41	391
41	456
41	472
41	473
42	7
42	144
42	353
42	424
43	119
43	213
43	324
43	367
44	60
44	208
44	271
44	306
44	367
44	499
45	123
45	156
45	230
45	478
46	148
46	176
46	342
46	388
46	469
46	498
47	11
47	66
47	126
47	173
47	281
47	283
47	317
47	408
47	430
48	6
48	162
48	189
48	206
48	300
48	325
48	362
48	371
48	445
48	448
48	456
49	15
49	82
49	124
49	223
49	305
49	404
50	20
50	133
50	305
50	344
50	358
50	407
50	425
50	496
50	498
51	34
51	259
51	339
51	351
51	464
51	469
52	102
52	229
52	230
52	444
53	32
53	61
53	95
53	142
53	173
53	187
53	205
53	223
53	235
53	311
53	460
54	29
54	234
54	265
54	346
54	450
54	475
55	105
55	312
55	315
55	405
55	437
56	27
56	73
56	119
56	180
56	273
57	116
57	193
57	209
57	220
57	349
57	452
57	495
58	157
58	202
58	217
58	241
59	161
59	353
59	360
59	474
60	4
60	13
60	44
60	83
60	122
60	137
60	354
60	394
60	396
61	53
61	65
61	74
61	103
61	134
61	161
61	187
61	201
61	409
61	434
61	440
62	37
62	386
62	392
62	435
63	117
63	163
63	368
63	375
63	446
64	140
64	159
64	287
64	367
65	61
65	91
65	107
65	160
65	229
66	11
66	24
66	47
66	71
66	112
66	125
66	126
66	145
66	148
66	198
66	283
66	357
66	367
67	5
67	30
67	73
67	227
68	142
68	165
68	251
68	371
68	477
69	26
69	101
69	139
69	180
70	222
70	290
70	296
70	303
70	347
70	375
70	386
70	397
70	458
71	66
71	145
71	188
71	283
71	297
71	317
71	387
72	26
72	30
72	101
72	121
72	286
73	56
73	67
73	155
73	308
73	383
73	429
74	9
74	17
74	61
74	80
74	91
74	107
74	158
74	173
74	181
74	195
74	262
74	273
74	316
74	318
74	393
74	409
74	485
75	123
75	156
75	186
75	444
75	486
76	159
76	213
76	248
76	250
76	252
76	268
76	273
76	333
76	334
77	15
77	185
77	201
77	404
78	304
78	348
78	441
78	492
79	40
79	200
79	271
79	481
79	492
80	74
80	187
80	305
80	409
80	424
81	87
81	306
81	326
81	388
82	14
82	32
82	49
82	152
82	164
82	169
82	208
82	231
82	278
82	404
82	443
83	60
83	85
83	154
83	379
83	398
84	119
84	226
84	319
84	337
84	447
85	33
85	83
85	115
85	203
85	235
85	356
85	493
86	244
86	355
86	389
86	445
87	81
87	196
87	242
87	388
88	105
88	320
88	377
88	410
88	430
88	444
88	487
88	491
89	26
89	38
89	116
89	119
89	121
89	134
89	146
89	168
89	180
89	194
89	199
89	257
89	266
89	319
89	329
89	416
89	427
89	490
90	38
90	155
90	193
90	239
90	329
90	377
90	385
90	452
90	486
91	17
91	65
91	74
91	158
91	235
91	256
91	311
91	327
91	374
91	404
91	440
91	467
91	485
92	234
92	291
92	304
92	411
92	433
92	450
93	192
93	344
93	406
93	407
93	479
94	151
94	215
94	411
94	469
95	53
95	152
95	192
95	479
96	12
96	174
96	314
96	450
97	19
97	149
97	170
97	186
97	241
97	387
97	427
97	445
97	471
98	122
98	301
98	342
98	406
98	418
99	149
99	261
99	353
99	398
99	456
100	23
100	108
100	117
100	303
100	366
100	409
100	432
100	458
101	27
101	69
101	72
101	102
101	139
101	194
101	239
101	490
102	52
102	101
102	444
102	478
102	486
103	61
103	150
103	159
103	176
103	213
103	238
103	250
103	251
103	252
103	273
103	306
103	307
103	313
103	334
103	367
103	381
103	454
103	457
103	489
103	499
104	109
104	149
104	172
104	386
105	55
105	88
105	213
105	267
106	36
106	162
106	244
106	325
107	65
107	74
107	114
107	173
107	208
107	405
108	39
108	100
108	194
108	270
108	375
109	41
109	104
109	127
109	172
109	175
109	242
109	289
109	456
110	31
110	131
110	432
110	450
111	18
111	113
111	343
111	362
111	405
111	431
111	459
111	488
112	23
112	66
112	203
112	230
113	111
113	212
113	267
113	378
113	427
113	430
113	482
113	497
114	29
114	107
114	223
114	404
115	85
115	137
115	141
115	146
115	154
115	363
115	398
115	399
115	406
115	414
115	418
115	468
115	484
115	498
116	57
116	89
116	146
116	193
116	337
116	397
116	408
117	36
117	63
117	100
117	392
118	29
118	131
118	151
118	323
118	384
118	450
119	43
119	56
119	84
119	89
119	194
119	199
119	210
119	220
119	319
119	452
120	133
120	152
120	358
120	388
120	390
120	449
120	461
121	72
121	89
121	326
121	464
122	60
122	98
122	154
122	277
123	23
123	45
123	75
123	138
123	167
123	187
123	203
123	444
123	486
124	49
124	345
124	347
124	458
125	66
125	133
125	145
125	198
125	280
125	408
126	11
126	47
126	66
126	145
126	283
127	109
127	264
127	327
127	378
127	456
128	7
128	170
128	264
128	384
128	391
129	162
129	298
129	300
129	477
130	218
130	258
130	274
130	277
130	287
130	335
130	353
130	392
130	483
131	110
131	118
131	215
131	276
131	411
132	14
132	187
132	211
132	485
133	40
133	50
133	120
133	125
133	358
133	461
134	61
134	89
134	173
134	404
135	11
135	198
135	261
135	408
136	6
136	276
136	390
136	461
136	479
137	33
137	60
137	115
137	154
137	476
138	123
138	167
138	203
138	302
139	69
139	101
139	225
139	266
139	495
140	64
140	207
140	213
140	251
140	259
140	271
140	334
140	454
141	13
141	115
141	173
141	376
141	388
141	394
141	418
141	468
142	53
142	68
142	387
142	480
143	182
143	372
143	389
143	420
144	42
144	217
144	256
144	360
144	422
145	24
145	28
145	66
145	71
145	125
145	126
145	198
145	219
145	358
145	449
146	89
146	115
146	116
146	168
146	226
146	436
147	201
147	220
147	404
147	434
148	11
148	46
148	66
148	198
148	408
149	97
149	99
149	104
149	247
149	264
150	10
150	103
150	159
150	164
150	179
150	213
150	247
150	367
151	94
151	118
151	433
151	488
152	82
152	95
152	120
152	228
152	289
152	314
152	344
152	352
152	358
152	438
153	35
153	224
153	258
153	448
154	12
154	83
154	115
154	122
154	137
154	285
154	363
154	383
154	394
154	416
155	73
155	90
155	209
155	329
155	443
156	37
156	45
156	75
156	203
156	317
156	486
157	58
157	160
157	202
157	256
157	316
158	74
158	91
158	196
158	201
158	404
159	10
159	21
159	64
159	76
159	103
159	150
159	181
159	207
159	210
159	225
159	250
159	252
159	265
159	273
159	275
159	324
159	367
159	381
159	456
159	465
160	15
160	65
160	157
160	173
160	235
160	409
161	59
161	61
161	214
161	258
161	263
161	274
161	353
162	48
162	106
162	129
162	165
162	300
162	404
162	480
163	28
163	63
163	282
163	303
164	82
164	150
164	251
164	252
164	275
164	298
164	457
165	68
165	162
165	427
165	431
166	30
166	217
166	241
166	248
166	284
167	123
167	138
167	229
167	412
167	444
167	478
168	89
168	146
168	199
168	239
168	337
168	397
168	434
169	82
169	181
169	235
169	333
170	97
170	128
170	361
170	371
170	427
171	251
171	254
171	489
171	499
172	30
172	104
172	109
172	261
172	456
173	47
173	53
173	74
173	107
173	134
173	141
173	160
173	181
173	235
173	318
173	356
173	467
174	29
174	96
174	274
174	370
174	450
175	3
